City,State,UniqueFastFoodChains
Rock Springs,WY,3
Rockaway,NJ,1
Rockford,IL,8
Rockingham,NC,1
Rockmart,GA,1
Rockport,MA,1
Rockton,IL,1
Rockville,MD,1
Rockville Centre,NY,2
Rockwall,TX,1
Rocky Mount,NC,1
Rocky Mount,VA,1
Rogers,AR,1
Rogers,MN,2
Rohnert Park,CA,2
Roland,OK,1
Rolesville,NC,1
Rolla,MO,2
Rolling Meadows,IL,1
Rome,GA,4
Rome,NY,1
Rome City,IN,1
Romeoville,IL,1
Romulus,MI,1
Roosevelt,NY,1
Rosamond,CA,1
Roscoe,IL,1
Roseburg,OR,4
Rosedale,MD,4
Rosemead,CA,2
Rosenberg,TX,3
Roseville,CA,9
Roseville,MI,3
Roslindale,MA,3
Rossford,OH,1
Roswell,GA,1
Roswell,NM,1
Rothschild,WI,1
Round Lake,IL,3
Round Rock,TX,4
Rowland Heights,CA,4
Rowlett,TX,1
Roxboro,NC,1
Roy,UT,2
Royal Oak,MI,5
Rushville,IN,1
Rusk,TX,1
Russellville,AR,1
Russellville,KY,1
Rustburg,VA,1
Ruston,LA,3
Ruther Glen,VA,1
Rutherford,NJ,2
Rutherfordton,NC,1
Rutland,VT,2
Sachse,TX,1
Sacramento,CA,12
Saddle Brook,NJ,1
Saginaw,MI,6
Saint Albans,VT,2
Saint Augustine,FL,5
Saint Charles,MO,4
Saint Clair,MO,1
Saint Clair,PA,2
Saint Clair Shores,MI,3
Saint Clairsville,OH,1
Saint Cloud,FL,2
Saint Cloud,MN,2
Saint Francis,MN,1
Saint Francisville,LA,1
Saint George,SC,2
Saint Helena,CA,1
Saint James,MN,1
Saint James,NY,2
Saint Johns,MI,4
Saint Joseph,MI,1
Saint Joseph,MN,1
Saint Joseph,MO,4
Saint Louis,MO,12
Saint Marys,GA,1
Saint Marys,OH,2
Saint Marys,PA,1
Saint Marys,WV,2
Saint Paul,MN,14
Saint Peter,MN,3
Saint Peters,MO,2
Saint Petersburg,FL,8
Saint Robert,MO,1
Salem,MA,2
Salem,NH,2
Salem,OR,7
Salem,VA,2
Salida,CA,1
Salina,KS,1
Salinas,CA,1
Salisbury,MD,4
Salisbury,NC,2
Sallisaw,OK,1
Salt Lake City,UT,9
San Angelo,TX,5
San Antonio,TX,24
San Bernardino,CA,5
San Bruno,CA,3
San Clemente,CA,3
San Diego,CA,21
San Diego,TX,2
San Dimas,CA,3
San Fernando,CA,1
San Francisco,CA,11
San Jacinto,CA,2
San Jose,CA,16
San Leandro,CA,3
San Luis Obispo,CA,3
San Manuel,AZ,1
San Marcos,CA,2
San Marcos,TX,5
San Mateo,CA,3
San Pablo,CA,1
San Pedro,CA,2
San Rafael,CA,1
San Ramon,CA,1
San Ysidro,CA,1
Sandersville,GA,2
Sandusky,MI,1
Sandusky,OH,2
Sandwich,IL,1
Sandy,OR,1
Sandy,UT,1
Sanford,FL,4
Sanford,ME,1
Sanford,NC,1
Sanger,TX,1
Santa Ana,CA,7
Santa Barbara,CA,1
Santa Clara,CA,8
Santa Clarita,CA,2
Santa Cruz,CA,1
Santa Fe,NM,2
Santa Fe,TX,1
Santa Fe Springs,CA,1
Santa Maria,CA,1
Santa Monica,CA,3
Santa Paula,CA,1
Santa Rosa,CA,4
Santee,CA,4
Sapulpa,OK,1
Sarasota,FL,4
Saratoga Springs,NY,2
Saratoga Springs,UT,2
Saugatuck,MI,1
Saugerties,NY,1
Saugus,MA,1
Sauk City,WI,1
Savage,MN,2
Savannah,GA,6
Sawyer,MI,1
Sayre,PA,2
Scarborough,ME,1
Schaumburg,IL,1
Schenectady,NY,3
Schererville,IN,1
Schertz,TX,1
Schulenburg,TX,1
Schuylkill Haven,PA,1
Scituate,MA,1
Scotland Neck,NC,1
Scott,LA,2
Scotts Valley,CA,1
Scottsbluff,NE,1
Scottsdale,AZ,11
Scottsville,KY,1
Scranton,PA,1
Seabrook,NH,1
Seabrook,TX,1
Seaford,DE,2
Seaford,NY,1
Seagoville,TX,1
Seal Beach,CA,1
Searcy,AR,2
Seaside,CA,1
Seattle,WA,13
Sebastian,FL,1
Sebastopol,CA,2
Sebring,FL,1
Secaucus,NJ,1
Sedalia,MO,1
Sedona,AZ,1
Seekonk,MA,2
Seguin,TX,1
Selah,WA,1
Selbyville,DE,1
Selden,NY,1
Sellersburg,IN,1
Selma,CA,1
Seminole,FL,1
Seminole,TX,1
Sequim,WA,1
Sergeant Bluff,IA,1
Severn,MD,1
Severna Park,MD,1
Sevierville,TN,2
Seward,NE,1
Seymour,IN,2
Seymour,TN,1
Seymour,TX,1
Shakopee,MN,4
Shallotte,NC,1
Sharon,PA,1
Shawano,WI,1
Shawnee,OK,1
Sheboygan,WI,3
Sheboygan Falls,WI,1
Shelby,IA,1
Shelby,NC,2
Shelbyville,IL,1
Shelbyville,IN,2
Shelbyville,KY,2
Shelbyville,TN,1
Shelton,CT,1
Shelton,WA,1
Shepherdsville,KY,2
Sherburne,NY,1
Sheridan,AR,2
Sheridan,WY,2
Sherman,TX,3
Sherwood,AR,1
Short Hills,NJ,1
Show Low,AZ,2
Shreveport,LA,10
Sicklerville,NJ,1
Sidney,OH,2
Sierra Vista,AZ,4
Signal Hill,CA,3
Signal Mountain,TN,1
Siler City,NC,1
Silver Spring,MD,2
Silverdale,WA,3
Silverthorne,CO,1
Simi Valley,CA,5
Simpsonville,KY,1
Simpsonville,SC,1
Sinton,TX,1
Sioux Center,IA,1
Sioux City,IA,4
Sioux Falls,SD,9
Skiatook,OK,1
Skokie,IL,1
Slidell,LA,2
Smithfield,NC,2
Smithfield,VA,1
Smiths Grove,KY,1
Smithville,TN,1
Smyrna,GA,5
Smyrna,TN,1
Snohomish,WA,1
Snow Hill,NC,1
Snow Shoe,PA,1
Snyder,TX,2
Soda Springs,ID,1
Solana Beach,CA,1
Solomons,MD,2
Somers Point,NJ,1
Somerset,KY,1
Somerville,MA,1
Sonoma,CA,1
Sonora,CA,1
South Bend,IN,4
South Boston,VA,3
South Burlington,VT,2
South Charleston,WV,1
South El Monte,CA,1
South Elgin,IL,3
South Gate,CA,5
South Haven,MI,1
South Holland,IL,1
South Lyon,MI,2
South Ozone Park,NY,1
South Padre Island,TX,1
South Point,OH,1
South Saint Paul,MN,2
South San Francisco,CA,1
South Sioux City,NE,1
South Williamson,KY,1
South Yarmouth,MA,1
Southampton,MA,1
Southaven,MS,4
Southern Pines,NC,1
Southfield,MI,2
Southington,CT,1
Southlake,TX,2
Spanish Fork,UT,2
Sparks,NV,2
Sparta,NC,1
Spartanburg,SC,7
Spearfish,SD,1
Spencer,MA,1
Spicer,MN,1
Spirit Lake,IA,1
Spiro,OK,1
Spokane,WA,12
Spotsylvania,VA,1
Spring,TX,6
Spring Branch,TX,1
Spring Grove,PA,1
Spring Hill,FL,2
Spring Hill,TN,1
Spring Lake,NC,1
Springboro,OH,4
Springdale,AR,3
Springerville,AZ,1
Springfield,IL,6
Springfield,MA,5
Springfield,MO,7
Springfield,OH,4
Springfield,OR,1
Springfield,PA,3
Springfield,TN,1
Springfield,VA,2
Springhill,LA,1
Springville,NY,1
Springville,UT,1
Succasunna,NJ,1
Suffolk,VA,1
Sugar Land,TX,1
Sugarcreek,OH,1
Sullivan,IL,1
Sulphur,LA,1
Sulphur,OK,1
Sulphur Springs,TX,3
Summerfield,FL,1
Summersville,WV,1
Summerville,SC,3
Sumter,SC,2
Sun City,AZ,1
Sun City Center,FL,1
Sun Prairie,WI,1
Sun Valley,CA,1
Sun Valley,NV,1
Sunland,CA,3
Sunnyvale,CA,3
Surprise,AZ,6
Suwanee,GA,3
Swainsboro,GA,1
Swanton,OH,1
Swartz Creek,MI,1
Sweetwater,TN,1
Sweetwater,TX,1
Sycamore,IL,1
Sykesville,MD,2
Sylmar,CA,2
Sylva,NC,1
Sylvania,OH,1
Sylvester,GA,1
Syracuse,IN,1
Syracuse,NY,7
Tacoma,WA,7
Tallahassee,FL,10
Tallmadge,OH,1
Tampa,FL,11
Taneytown,MD,1
Tarboro,NC,3
Tarpon Springs,FL,1
Taunton,MA,3
Taylor,AZ,1
Taylor,MI,3
Taylorville,IL,1
Tecumseh,MI,2
Tecumseh,OK,1
Temecula,CA,3
Tempe,AZ,10
Temple,PA,1
Temple,TX,2
Temple City,CA,3
Terre Haute,IN,2
Terrell,TX,2
Terryville,CT,1
Texarkana,AR,2
Texarkana,TX,1
Texas City,TX,3
The Dalles,OR,2
Thermopolis,WY,2
Thibodaux,LA,4
Thief River Falls,MN,1
Thomaston,GA,1
Thomasville,GA,1
Thomasville,NC,3
Thomson,GA,1
Thousand Oaks,CA,2
Thurmont,MD,2
Ticonderoga,NY,1
Tidioute,PA,1
Tiffin,OH,1
Timmonsville,SC,1
Titusville,FL,1
Titusville,PA,1
Tivoli,TX,1
Toccoa,GA,1
Toledo,IA,2
Toledo,OH,9
Tomah,WI,2
Tomball,TX,1
Toms River,NJ,1
Tonawanda,NY,1
Topeka,KS,1
Toppenish,WA,1
Toronto,OH,1
Torrance,CA,7
Townsend,MA,1
Towson,MD,5
Tracy,CA,1
Traverse City,MI,4
Trenton,GA,2
Trenton,MI,2
Trenton,NJ,1
Trenton,OH,1
Trexlertown,PA,1
Triadelphia,WV,1
Troutdale,OR,1
Troutman,NC,1
Troutville,VA,1
Troy,AL,1
Troy,IL,1
Troy,MI,2
Troy,NY,1
Troy,OH,2
Tualatin,OR,1
Tucker,GA,3
Tucson,AZ,16
Tujunga,CA,1
Tulare,CA,4
Tullahoma,TN,2
Tulsa,OK,11
Tupelo,MS,3
Turlock,CA,2
Tuscola,IL,1
Tustin,CA,4
Twin Falls,ID,2
Twinsburg,OH,1
Two Harbors,MN,1
Two Rivers,WI,1
Tyler,TX,8
Ulysses,KS,1
Umatilla,FL,1
Uncasville,CT,1
Union,KY,1
Union,MO,1
Union,NJ,1
Union,SC,1
Union City,CA,3
Union City,MI,1
Union City,TN,1
Union Grove,WI,1
Uniondale,NY,2
Uniontown,OH,3
Uniontown,PA,1
Upland,CA,2
Upper Darby,PA,1
Upper Marlboro,MD,1
Upper Sandusky,OH,3
Urbana,IL,4
Urbana,OH,1
Urbandale,IA,3
Utica,IL,1
Utica,MI,3
Utica,NY,3
Uvalde,TX,3
Uxbridge,MA,2
Vacaville,CA,2
Vacherie,LA,1
Valdosta,GA,5
Valencia,CA,2
Vallejo,CA,3
Valley City,ND,1
Valparaiso,IN,1
Valrico,FL,1
Van,TX,1
Van Buren,AR,1
Van Nuys,CA,9
Vancouver,WA,5
Vandalia,IL,1
Vandalia,OH,1
Venice,CA,2
Venice,FL,2
Ventura,CA,4
Veradale,WA,1
Vermilion,OH,3
Vermillion,SD,1
Vernon Hills,IL,1
Vero Beach,FL,3
Verona,PA,1
Vestal,NY,1
Victoria,TX,3
Victorville,CA,1
Vidalia,GA,1
Vidalia,LA,1
Vienna,VA,1
Villa Rica,GA,3
Ville Platte,LA,1
Vincennes,IN,3
Vinita,OK,1
Vinton,LA,1
Vinton,VA,1
Virginia,MN,1
Virginia Beach,VA,9
Viroqua,WI,1
Visalia,CA,1
Vista,CA,4
Wabash,IN,1
Wabasha,MN,1
Waco,TX,7
Waconia,MN,2
Wadena,MN,1
Wadesboro,NC,1
Wadsworth,IL,1
Wadsworth,OH,3
Wagoner,OK,1
Wahiawā,HI,1
Wahoo,NE,1
Wahpeton,ND,1
Waianae,HI,1
Wailuku,HI,1
Waimanalo,HI,1
Wake Forest,NC,1
Wakefield,MA,1
Walden,NY,1
Waldo,FL,1
Waldorf,MD,2
Walhalla,SC,1
Walker,MN,1
Walkersville,MD,1
Walla Walla,WA,2
Walled Lake,MI,2
Waller,TX,1
Walnut,CA,1
Walnut Creek,CA,2
Walnutport,PA,1
Walpole,MA,1
Walterboro,SC,1
Waltham,MA,6
Walton,KY,2
Walton,NY,1
Wapakoneta,OH,1
Warner Robins,GA,5
Warren,AR,1
Warren,IN,1
Warren,MI,5
Warren,OH,3
Warren,PA,1
Warrensburg,MO,1
Warrenton,MO,2
Warrenton,OR,1
Warrenton,VA,1
Warrington,PA,1
Warsaw,IN,3
Warwick,RI,2
Waseca,MN,1
Washington,IL,1
Washington,IN,1
Washington,PA,3
Washington Court House,OH,1
Waterbury,CT,2
Waterford,MI,1
Waterloo,IA,3
Watertown,MA,2
Watertown,NY,1
Watertown,SD,2
Watertown,TN,1
Watertown,WI,1
Waterville,ME,3
Waterville,OH,1
Watsonville,CA,2
Wauchula,FL,1
Wauconda,IL,2
Waukegan,IL,4
Waukesha,WI,4
Waunakee,WI,1
Wausau,WI,2
Wauseon,OH,1
Wautoma,WI,4
Waverly,OH,2
Waxahachie,TX,2
Waycross,GA,2
Wayne,MI,1
Wayne,NJ,1
Waynesboro,PA,2
Waynesboro,VA,2
Waynesville,MO,1
Waynesville,NC,2
Waynesville,OH,1
Wayzata,MN,1
Weatherford,OK,1
Weatherford,TX,6
Webster,MA,1
Webster,NY,2
Webster,TX,1
Weed,CA,1
Weedsport,NY,1
Weirton,WV,2
Welch,WV,1
Wellington,FL,1
Wellsburg,WV,1
Wellsville,NY,1
Wendell,NC,1
Wentzville,MO,1
Weslaco,TX,1
West Bend,WI,2
West Berlin,NJ,1
West Boylston,MA,2
West Branch,MI,4
West Bridgewater,MA,2
West Chester,OH,2
West Chester,PA,2
West Columbia,SC,2
West Covina,CA,4
West Des Moines,IA,2
West Fargo,ND,1
West Frankfort,IL,2
West Haverstraw,NY,1
West Helena,AR,1
West Hills,CA,2
West Islip,NY,1
West Jordan,UT,1
West Lafayette,IN,3
West Linn,OR,2
West Memphis,AR,1
West Mifflin,PA,1
West Monroe,LA,1
West Newton,PA,1
West Nyack,NY,1
West Palm Beach,FL,2
West Plains,MO,1
West Sacramento,CA,2
West Salem,OH,1
West Springfield,MA,1
West Valley City,UT,1
West Warwick,RI,1
Westborough,MA,1
Westbury,NY,3
Westchester,IL,1
Westernport,MD,1
Westerville,OH,3
Westfield,MA,1
Westfield,WI,1
Westlake Village,CA,1
Westland,MI,1
Westminster,CA,3
Westminster,CO,1
Westminster,MD,1
Weston,WV,1
Westover,MD,1
Wexford,PA,1
Wharton,TX,1
Wheat Ridge,CO,1
Wheatland,WY,1
Wheaton,IL,2
Wheelersburg,OH,1
Wheeling,WV,1
White City,OR,1
White Hall,AR,1
White House,TN,4
White Lake,MI,3
Whitefish,MT,2
Whitehall,MI,1
Whitehall,PA,3
Whitehouse,OH,1
Whitehouse,TX,1
Whiteland,IN,2
Whitesboro,TX,1
Whitestone,NY,1
Whitestown,IN,1
Whitewater,WI,1
Whiting,IN,2
Whitinsville,MA,1
Whitmore Lake,MI,1
Whitney Point,NY,1
Whitsett,NC,1
Whittier,CA,4
Whittier,NC,1
Wichita,KS,9
Wichita Falls,TX,5
Wickenburg,AZ,1
Wickliffe,OH,1
Wilburton,OK,1
Wildomar,CA,1
Wildwood,FL,1
Williams,AZ,1
Williamsburg,KY,1
Williamsburg,VA,3
Williamsport,PA,1
Williamston,SC,1
Williamstown,NJ,2
Willis,TX,1
Williston,ND,3
Williston,VT,1
Willits,CA,1
Willmar,MN,3
Willoughby,OH,1
Willow Grove,PA,3
Willows,CA,2
Wilmington,CA,1
Wilmington,DE,4
Wilmington,MA,1
Wilmington,NC,2
Wilmington,OH,1
Wilson,NC,3
Wilsonville,OR,1
Winamac,IN,2
Winchendon,MA,1
Winchester,IN,1
Winchester,KY,1
Winchester,MA,1
Winchester,TN,1
Winchester,VA,2
Windham,NH,1
Windsor,CA,2
Windsor,CO,1
Windsor,CT,2
Windsor,NC,1
Windsor,NY,1
Windsor Mill,MD,3
Winner,SD,1
Winnetka,CA,3
Winnfield,LA,2
Winnsboro,TX,1
Winslow,AZ,2
Winston-Salem,NC,8
Winter Haven,FL,1
Winter Park,FL,2
Winter Springs,FL,3
Winterville,NC,1
Winthrop,MA,1
Wisconsin Dells,WI,3
Wisconsin Rapids,WI,2
Wise,VA,1
Wixom,MI,2
Woburn,MA,4
Wood River,IL,2
Woodbridge,NJ,1
Woodbridge,VA,1
Woodburn,OR,1
Woodbury,TN,1
Woodinville,WA,1
Woodland,CA,1
Woodland,WA,1
Woodland Hills,CA,2
Woodstock,GA,4
Woodstock,VA,1
Woodville,TX,1
Woodward,OK,3
Woonsocket,RI,1
Wooster,OH,5
Worcester,MA,3
Worthington,MN,2
Wrens,GA,1
Wyandotte,MI,1
Wylie,TX,3
Wyoming,MI,3
Wyoming,MN,1
Wyoming,PA,1
Wytheville,VA,2
Xenia,OH,1
Yakima,WA,4
Yelm,WA,1
Yonkers,NY,4
York,NE,1
York,PA,6
York,SC,1
Yorktown,VA,3
Yorkville,NY,1
Youngstown,OH,11
Ypsilanti,MI,2
Yucaipa,CA,2
Yucca Valley,CA,1
Yukon,OK,3
Yulee,FL,3
Yuma,AZ,7
Zachary,LA,1
Zanesville,OH,2
Zebulon,NC,1
Zeeland,MI,1
Zion,IL,1
